hostname	config	avg_tokens_per_second	stddev_tokens_per_second	raw_timings
arctic-rose-v2	cpu (-t 8)	13.112	0.0757	[["0.8100", "75.8900", "75.8900"], ["0.8100", "76.0000", "76.0000"], ["0.8100", "76.3600", "76.3600"], ["0.8100", "77.1000", "77.1000"], ["0.8100", "76.0500", "76.0500"]]
arctic-rose-v2	cpu (-t 9)	8.63	0.0283	[["0.8200", "115.6000", "115.6000"], ["0.8200", "116.5400", "116.5400"], ["0.8100", "115.9800", "115.9800"], ["0.8200", "115.4100", "115.4100"], ["0.8200", "115.6800", "115.6800"]]
arctic-rose-v2	cpu (-t 10)	9.524	0.0136	[["0.8200", "104.7400", "104.7400"], ["0.8200", "105.1400", "105.1400"], ["0.8100", "104.9900", "104.9900"], ["0.8100", "104.9900", "104.9900"], ["0.8200", "104.9900", "104.9900"]]
arctic-rose-v2	cpu (-t 11)	10.402	0.0075	[["0.8200", "96.0700", "96.0700"], ["0.8100", "96.1800", "96.1800"], ["0.8200", "96.1400", "96.1400"], ["0.8100", "96.2400", "96.2400"], ["0.8100", "96.0700", "96.0700"]]
arctic-rose-v2	cpu (-t 12)	11.186	0.125	[["0.8100", "88.7300", "88.7300"], ["0.8200", "88.7600", "88.7600"], ["0.8200", "90.7600", "90.7600"], ["0.8200", "90.4700", "90.4700"], ["0.8200", "88.3700", "88.3700"]]
arctic-rose-v2	cpu (-t 13)	11.982	0.1418	[["0.8100", "84.4700", "84.4700"], ["0.8200", "82.6400", "82.6400"], ["0.8100", "84.8700", "84.8700"], ["0.8200", "82.7400", "82.7400"], ["0.8200", "82.6700", "82.6700"]]
arctic-rose-v2	cpu (-t 14)	12.874	0.1071	[["0.8200", "78.9600", "78.9600"], ["0.8200", "77.3400", "77.3400"], ["0.8100", "77.3200", "77.3200"], ["0.8200", "77.3100", "77.3100"], ["0.8100", "77.3900", "77.3900"]]
arctic-rose-v2	cpu (-t 15)	13.686	0.0049	[["0.8200", "73.1200", "73.1200"], ["0.8200", "73.0400", "73.0400"], ["0.8200", "73.0700", "73.0700"], ["0.8100", "73.0400", "73.0400"], ["0.8100", "73.0900", "73.0900"]]
arctic-rose-v2	cpu (-t 16)	14.462	0.0075	[["0.8200", "69.2000", "69.2000"], ["0.8100", "69.1300", "69.1300"], ["0.8200", "69.1800", "69.1800"], ["0.8200", "69.1500", "69.1500"], ["0.8100", "69.1300", "69.1300"]]
arctic-rose-v2	cpu (-t 17)	0.21	0.0063	[["0.7800", "4719.2700", "4719.2700"], ["0.7900", "4774.6000", "4774.6000"], ["0.7800", "4774.2700", "4774.2700"], ["0.7800", "4638.2700", "4638.2700"], ["0.7900", "4919.9400", "4919.9400"]]
arctic-rose-v2	cpu (openblas, -t 1)	1.938	0.016	[["0.7700", "516.8000", "516.8000"], ["0.7800", "506.3800", "506.3800"], ["0.7800", "517.9900", "517.9900"], ["0.7800", "519.1800", "519.1800"], ["0.7800", "517.4800", "517.4800"]]
arctic-rose-v2	cpu (openblas, -t 2)	3.716	0.045	[["0.7900", "273.7500", "273.7500"], ["0.7900", "264.0000", "264.0000"], ["0.7900", "268.4900", "268.4900"], ["0.7800", "269.9800", "269.9800"], ["0.7900", "268.9400", "268.9400"]]
arctic-rose-v2	cpu (openblas, -t 3)	5.414	0.0136	[["0.7900", "184.8800", "184.8800"], ["0.7900", "184.8500", "184.8500"], ["0.7900", "183.7700", "183.7700"], ["0.7900", "184.9000", "184.9000"], ["0.7800", "185.3200", "185.3200"]]
arctic-rose-v2	cpu (openblas, -t 4)	6.978	0.0658	[["0.7800", "143.2800", "143.2800"], ["0.7900", "141.9500", "141.9500"], ["0.7900", "145.7900", "145.7900"], ["0.8000", "142.0800", "142.0800"], ["0.7900", "143.4300", "143.4300"]]
arctic-rose-v2	cpu (openblas, -t 5)	8.484	0.0242	[["0.7800", "117.6100", "117.6100"], ["0.7900", "117.5000", "117.5000"], ["0.8000", "117.6400", "117.6400"], ["0.7900", "118.2800", "118.2800"], ["0.7900", "118.2000", "118.2000"]]
arctic-rose-v2	cpu (openblas, -t 6)	10.084	0.0258	[["0.7900", "99.1700", "99.1700"], ["0.7900", "99.2300", "99.2300"], ["0.7900", "98.6800", "98.6800"], ["0.7900", "99.5200", "99.5200"], ["0.7900", "99.2100", "99.2100"]]
arctic-rose-v2	cpu (openblas, -t 7)	11.664	0.0136	[["0.7900", "85.6700", "85.6700"], ["0.7800", "85.6300", "85.6300"], ["0.7800", "85.6700", "85.6700"], ["0.7800", "85.7800", "85.7800"], ["0.7900", "85.9000", "85.9000"]]
arctic-rose-v2	cpu (openblas, -t 8)	13.056	0.1792	[["0.7900", "76.2700", "76.2700"], ["0.7900", "78.7600", "78.7600"], ["0.7800", "76.0900", "76.0900"], ["0.7900", "75.9900", "75.9900"], ["0.7900", "75.9200", "75.9200"]]
arctic-rose-v2	cpu (openblas, -t 9)	8.604	0.0301	[["0.7900", "116.0300", "116.0300"], ["0.7900", "115.6700", "115.6700"], ["0.8000", "116.4700", "116.4700"], ["0.7900", "116.2300", "116.2300"], ["0.8000", "116.7900", "116.7900"]]
arctic-rose-v2	cpu (openblas, -t 10)	9.428	0.1007	[["0.7900", "105.1300", "105.1300"], ["0.7900", "105.2100", "105.2100"], ["0.7900", "105.0500", "105.0500"], ["0.7800", "107.4400", "107.4400"], ["0.7800", "107.5200", "107.5200"]]
arctic-rose-v2	cpu (openblas, -t 11)	10.33	0.0957	[["0.7900", "96.2900", "96.2900"], ["0.7900", "96.2600", "96.2600"], ["0.7900", "98.6200", "98.6200"], ["0.7900", "96.5700", "96.5700"], ["0.7900", "96.4400", "96.4400"]]
arctic-rose-v2	cpu (openblas, -t 12)	11.244	0.0049	[["0.7900", "88.9400", "88.9400"], ["0.7900", "88.9500", "88.9500"], ["0.7900", "88.8700", "88.8700"], ["0.7900", "88.9300", "88.9300"], ["0.7900", "88.9200", "88.9200"]]
arctic-rose-v2	cpu (openblas, -t 13)	12.074	0.0049	[["0.7900", "82.8000", "82.8000"], ["0.7900", "82.8000", "82.8000"], ["0.7900", "82.8300", "82.8300"], ["0.7900", "82.8300", "82.8300"], ["0.7800", "82.8300", "82.8300"]]
arctic-rose-v2	cpu (openblas, -t 14)	12.89	0.011	[["0.7900", "77.7100", "77.7100"], ["0.7800", "77.5500", "77.5500"], ["0.7900", "77.5300", "77.5300"], ["0.7900", "77.4900", "77.4900"], ["0.7900", "77.5900", "77.5900"]]
arctic-rose-v2	cpu (openblas, -t 15)	13.66	0.0063	[["0.7800", "73.2000", "73.2000"], ["0.7900", "73.2100", "73.2100"], ["0.7900", "73.1700", "73.1700"], ["0.7800", "73.2300", "73.2300"], ["0.7900", "73.2600", "73.2600"]]
arctic-rose-v2	cpu (openblas, -t 16)	14.424	0.0049	[["0.7900", "69.3700", "69.3700"], ["0.7900", "69.3400", "69.3400"], ["0.7900", "69.3200", "69.3200"], ["0.7900", "69.3200", "69.3200"], ["0.7900", "69.3600", "69.3600"]]
arctic-rose-v2	cpu (openblas, -t 17)	0.208	0.004	[["0.8300", "4865.9400", "4865.9400"], ["0.8200", "4964.6100", "4964.6100"], ["0.8400", "4837.6000", "4837.6000"], ["0.8200", "4760.2700", "4760.2700"], ["0.8300", "4821.6000", "4821.6000"]]
arctic-rose-v2	gpu (-t 1, -ngl 0)	1.92	0.0	[["0.7800", "521.6700", "521.6700"], ["0.7800", "519.8100", "519.8100"], ["0.7800", "520.0600", "520.0600"], ["0.7800", "520.5900", "520.5900"], ["0.7800", "519.6300", "519.6300"]]
arctic-rose-v2	gpu (-t 6, -ngl 0)	9.95	0.1024	[["0.8000", "101.4700", "101.4700"], ["0.7900", "101.3700", "101.3700"], ["0.7900", "99.2900", "99.2900"], ["0.7800", "99.2300", "99.2300"], ["0.7900", "101.2500", "101.2500"]]
arctic-rose-v2	gpu (-t 11, -ngl 0)	10.334	0.092	[["0.7900", "98.5100", "98.5100"], ["0.7900", "96.3700", "96.3700"], ["0.8000", "96.3200", "96.3200"], ["0.7900", "96.3800", "96.3800"], ["0.7900", "96.3700", "96.3700"]]
arctic-rose-v2	gpu (-t 16, -ngl 0)	14.168	0.0956	[["0.7800", "70.6800", "70.6800"], ["0.7900", "69.7700", "69.7700"], ["0.7900", "70.5600", "70.5600"], ["0.7900", "70.6400", "70.6400"], ["0.7900", "71.3000", "71.3000"]]
arctic-rose-v2	gpu (-t 17, -ngl 0)	0.24	0.011	[["0.7700", "4096.6100", "4096.6100"], ["0.7700", "4193.6000", "4193.6000"], ["0.7700", "3881.9300", "3881.9300"], ["0.7700", "4288.9300", "4288.9300"], ["0.7600", "4270.6000", "4270.6000"]]
arctic-rose-v2	gpu (-t 1, -ngl 10)	2.474	0.0273	[["0.7900", "410.6300", "410.6300"], ["0.7800", "399.5700", "399.5700"], ["0.7900", "398.7100", "398.7100"], ["0.7800", "404.6800", "404.6800"], ["0.7900", "407.9100", "407.9100"]]
arctic-rose-v2	gpu (-t 6, -ngl 10)	12.382	0.1347	[["0.8000", "80.2000", "80.2000"], ["0.8000", "82.5300", "82.5300"], ["0.8000", "80.6200", "80.6200"], ["0.7900", "80.0600", "80.0600"], ["0.8000", "80.4200", "80.4200"]]
arctic-rose-v2	gpu (-t 11, -ngl 10)	12.718	0.0643	[["0.7900", "78.1000", "78.1000"], ["0.8100", "78.8200", "78.8200"], ["0.8000", "78.4900", "78.4900"], ["0.8000", "78.4100", "78.4100"], ["0.8000", "79.3300", "79.3300"]]
arctic-rose-v2	gpu (-t 16, -ngl 10)	16.642	0.6547	[["0.7900", "58.6400", "58.6400"], ["0.7900", "58.5200", "58.5200"], ["0.7900", "60.1600", "60.1600"], ["0.7900", "65.0300", "65.0300"], ["0.7900", "58.5800", "58.5800"]]
arctic-rose-v2	gpu (-t 17, -ngl 10)	0.34	0.0141	[["0.8200", "3127.6100", "3127.6100"], ["0.8200", "2938.6000", "2938.6000"], ["0.8200", "2758.2700", "2758.2700"], ["0.8300", "2839.6000", "2839.6000"], ["0.8300", "2999.6000", "2999.6000"]]
arctic-rose-v2	gpu (-t 1, -ngl 20)	4.056	0.0408	[["0.7900", "245.7300", "245.7300"], ["0.7900", "250.5300", "250.5300"], ["0.7800", "248.2400", "248.2400"], ["0.7800", "243.9400", "243.9400"], ["0.7800", "244.5500", "244.5500"]]
arctic-rose-v2	gpu (-t 6, -ngl 20)	17.072	0.0835	[["0.7900", "58.6400", "58.6400"], ["0.8000", "58.0400", "58.0400"], ["0.7900", "58.7700", "58.7700"], ["0.8000", "58.5900", "58.5900"], ["0.7900", "58.8500", "58.8500"]]
arctic-rose-v2	gpu (-t 11, -ngl 20)	17.254	0.0287	[["0.8000", "57.9700", "57.9700"], ["0.8000", "58.0300", "58.0300"], ["0.8000", "57.8000", "57.8000"], ["0.7900", "57.9200", "57.9200"], ["0.8000", "58.0600", "58.0600"]]
arctic-rose-v2	gpu (-t 16, -ngl 20)	21.23	0.0329	[["0.7900", "47.1800", "47.1800"], ["0.7900", "47.1100", "47.1100"], ["0.8000", "47.1000", "47.1000"], ["0.7900", "47.1600", "47.1600"], ["0.7900", "46.9800", "46.9800"]]
arctic-rose-v2	gpu (-t 17, -ngl 20)	0.64	0.0335	[["0.8200", "1724.2600", "1724.2600"], ["0.8200", "1577.6000", "1577.6000"], ["0.8100", "1503.2700", "1503.2700"], ["0.8100", "1536.9400", "1536.9400"], ["0.8200", "1485.2700", "1485.2700"]]
arctic-rose-v2	gpu (-t 1, -ngl 30)	14.26	0.1616	[["0.7800", "69.5200", "69.5200"], ["0.7800", "69.2800", "69.2800"], ["0.7900", "71.2200", "71.2200"], ["0.7800", "70.9700", "70.9700"], ["0.7800", "69.6400", "69.6400"]]
arctic-rose-v2	gpu (-t 6, -ngl 30)	26.828	0.0662	[["0.7900", "37.3900", "37.3900"], ["0.7900", "37.3200", "37.3200"], ["0.7900", "37.1000", "37.1000"], ["0.7900", "37.2800", "37.2800"], ["0.7900", "37.2800", "37.2800"]]
arctic-rose-v2	gpu (-t 11, -ngl 30)	26.75	0.0219	[["0.8000", "37.3600", "37.3600"], ["0.7900", "37.4400", "37.4400"], ["0.7900", "37.3800", "37.3800"], ["0.8000", "37.3500", "37.3500"], ["0.8000", "37.3900", "37.3900"]]
arctic-rose-v2	gpu (-t 16, -ngl 30)	28.23	0.054	[["0.7900", "35.3600", "35.3600"], ["0.7900", "35.5200", "35.5200"], ["0.7900", "35.3700", "35.3700"], ["0.7900", "35.3700", "35.3700"], ["0.7900", "35.4800", "35.4800"]]
arctic-rose-v2	gpu (-t 17, -ngl 30)	3.2	0.2707	[["0.8200", "325.2700", "325.2700"], ["0.8200", "323.2600", "323.2600"], ["0.8100", "278.2600", "278.2600"], ["0.8200", "292.6000", "292.6000"], ["0.8000", "353.2600", "353.2600"]]
arctic-rose-v2	gpu (-t 1, -ngl 33)	32.284	0.0524	[["0.7700", "30.9200", "30.9200"], ["0.7800", "30.9600", "30.9600"], ["0.7700", "30.9300", "30.9300"], ["0.7700", "31.0100", "31.0100"], ["0.7700", "31.0600", "31.0600"]]
arctic-rose-v2	gpu (-t 6, -ngl 33)	32.184	0.0459	[["0.7700", "31.0200", "31.0200"], ["0.7700", "31.0700", "31.0700"], ["0.7800", "31.0700", "31.0700"], ["0.7700", "31.1500", "31.1500"], ["0.7800", "31.0600", "31.0600"]]
arctic-rose-v2	gpu (-t 11, -ngl 33)	32.15	0.0335	[["0.7800", "31.0800", "31.0800"], ["0.7800", "31.0800", "31.0800"], ["0.7700", "31.0900", "31.0900"], ["0.7800", "31.1600", "31.1600"], ["0.7800", "31.1100", "31.1100"]]
arctic-rose-v2	gpu (-t 16, -ngl 33)	32.148	0.0293	[["0.7800", "31.1000", "31.1000"], ["0.7700", "31.0600", "31.0600"], ["0.7800", "31.1300", "31.1300"], ["0.7800", "31.1000", "31.1000"], ["0.7800", "31.1300", "31.1300"]]
arctic-rose-v2	gpu (-t 17, -ngl 33)	32.15	0.0473	[["0.7700", "31.1100", "31.1100"], ["0.7700", "31.1200", "31.1200"], ["0.7900", "31.1500", "31.1500"], ["0.7600", "31.0200", "31.0200"], ["0.7900", "31.1100", "31.1100"]]
arctic-rose-v2	gpu (cuda, -t 1, -ngl 0)	1.896	0.008	[["0.8000", "528.9400", "528.9400"], ["0.8100", "526.4100", "526.4100"], ["0.8100", "530.4000", "530.4000"], ["0.8100", "528.7200", "528.7200"], ["0.8000", "524.2900", "524.2900"]]
arctic-rose-v2	gpu (cuda, -t 6, -ngl 0)	9.956	0.0436	[["0.8200", "100.0700", "100.0700"], ["0.8200", "101.0100", "101.0100"], ["0.8200", "100.9100", "100.9100"], ["0.8200", "100.3100", "100.3100"], ["0.8200", "99.9300", "99.9300"]]
arctic-rose-v2	gpu (cuda, -t 11, -ngl 0)	10.152	0.0248	[["0.8200", "98.0400", "98.0400"], ["0.8200", "98.7100", "98.7100"], ["0.8200", "98.6100", "98.6100"], ["0.8200", "98.6600", "98.6600"], ["0.8300", "98.5100", "98.5100"]]
arctic-rose-v2	gpu (cuda, -t 16, -ngl 0)	14.258	0.113	[["0.8200", "70.4900", "70.4900"], ["0.8200", "70.5500", "70.5500"], ["0.8300", "70.3400", "70.3400"], ["0.8200", "70.2600", "70.2600"], ["0.8300", "69.0400", "69.0400"]]
arctic-rose-v2	gpu (cuda, -t 17, -ngl 0)	0.208	0.004	[["0.8200", "4773.9400", "4773.9400"], ["0.8300", "4770.6000", "4770.6000"], ["0.8300", "4978.9400", "4978.9400"], ["0.8500", "4664.2700", "4664.2700"], ["0.8500", "4679.6000", "4679.6000"]]
arctic-rose-v2	gpu (cuda, -t 1, -ngl 10)	2.678	0.0183	[["0.8100", "374.2900", "374.2900"], ["0.8100", "370.4500", "370.4500"], ["0.8100", "376.6200", "376.6200"], ["0.8100", "375.9900", "375.9900"], ["0.8100", "370.2600", "370.2600"]]
arctic-rose-v2	gpu (cuda, -t 6, -ngl 10)	13.48	0.0607	[["0.8200", "73.7500", "73.7500"], ["0.8300", "74.5300", "74.5300"], ["0.8300", "74.6300", "74.6300"], ["0.8200", "74.0800", "74.0800"], ["0.8300", "73.9400", "73.9400"]]
arctic-rose-v2	gpu (cuda, -t 11, -ngl 10)	13.578	0.0256	[["0.8100", "73.5000", "73.5000"], ["0.8300", "73.7700", "73.7700"], ["0.8200", "73.6200", "73.6200"], ["0.8200", "73.8500", "73.8500"], ["0.8100", "73.5400", "73.5400"]]
arctic-rose-v2	gpu (cuda, -t 16, -ngl 10)	18.464	0.2338	[["0.8200", "54.2100", "54.2100"], ["0.8200", "53.4200", "53.4200"], ["0.8200", "55.3700", "55.3700"], ["0.8300", "53.5500", "53.5500"], ["0.8200", "54.2800", "54.2800"]]
arctic-rose-v2	gpu (cuda, -t 17, -ngl 10)	0.292	0.0117	[["0.8000", "3252.6000", "3252.6000"], ["0.8000", "3527.9400", "3527.9400"], ["0.7900", "3386.2700", "3386.2700"], ["0.7900", "3450.9300", "3450.9300"], ["0.8000", "3534.9400", "3534.9400"]]
arctic-rose-v2	gpu (cuda, -t 1, -ngl 20)	4.706	0.0332	[["0.8000", "211.9300", "211.9300"], ["0.8100", "212.7900", "212.7900"], ["0.8100", "210.0800", "210.0800"], ["0.8000", "214.4200", "214.4200"], ["0.8100", "213.1100", "213.1100"]]
arctic-rose-v2	gpu (cuda, -t 6, -ngl 20)	22.468	0.0453	[["0.8200", "44.6500", "44.6500"], ["0.8200", "44.4500", "44.4500"], ["0.8300", "44.3800", "44.3800"], ["0.8200", "44.5100", "44.5100"], ["0.8200", "44.5700", "44.5700"]]
arctic-rose-v2	gpu (cuda, -t 11, -ngl 20)	22.412	0.0649	[["0.8200", "44.5000", "44.5000"], ["0.8300", "44.6900", "44.6900"], ["0.8200", "44.6600", "44.6600"], ["0.8200", "44.4500", "44.4500"], ["0.8200", "44.8000", "44.8000"]]
arctic-rose-v2	gpu (cuda, -t 16, -ngl 20)	29.616	0.0628	[["0.8200", "33.6600", "33.6600"], ["0.8100", "33.7800", "33.7800"], ["0.8200", "33.8700", "33.8700"], ["0.8200", "33.7300", "33.7300"], ["0.8200", "33.7800", "33.7800"]]
arctic-rose-v2	gpu (cuda, -t 17, -ngl 20)	0.56	0.021	[["0.7900", "1816.9400", "1816.9400"], ["0.7900", "1808.9300", "1808.9300"], ["0.8000", "1783.9300", "1783.9300"], ["0.7900", "1674.6000", "1674.6000"], ["0.7900", "1836.9300", "1836.9300"]]
arctic-rose-v2	gpu (cuda, -t 1, -ngl 30)	20.108	0.1329	[["0.8100", "49.2900", "49.2900"], ["0.8000", "50.1600", "50.1600"], ["0.8000", "50.0600", "50.0600"], ["0.8100", "49.7000", "49.7000"], ["0.8100", "49.4900", "49.4900"]]
arctic-rose-v2	gpu (cuda, -t 6, -ngl 30)	63.17	0.1043	[["0.8200", "15.8200", "15.8200"], ["0.8200", "15.8400", "15.8400"], ["0.8200", "15.7900", "15.7900"], ["0.8200", "15.8700", "15.8700"], ["0.8200", "15.8300", "15.8300"]]
arctic-rose-v2	gpu (cuda, -t 11, -ngl 30)	62.612	0.0816	[["0.8200", "16.0000", "16.0000"], ["0.8200", "15.9500", "15.9500"], ["0.8200", "15.9500", "15.9500"], ["0.8200", "15.9700", "15.9700"], ["0.8200", "15.9900", "15.9900"]]
arctic-rose-v2	gpu (cuda, -t 16, -ngl 30)	71.35	0.0678	[["0.8200", "14.0200", "14.0200"], ["0.8200", "14.0000", "14.0000"], ["0.8200", "14.0000", "14.0000"], ["0.8200", "14.0300", "14.0300"], ["0.8300", "14.0300", "14.0300"]]
arctic-rose-v2	gpu (cuda, -t 17, -ngl 30)	3.98	0.1452	[["0.8000", "266.6000", "266.6000"], ["0.7900", "256.6000", "256.6000"], ["0.7900", "247.2700", "247.2700"], ["0.7900", "248.2700", "248.2700"], ["0.7900", "239.2700", "239.2700"]]
arctic-rose-v2	gpu (cuda, -t 1, -ngl 33)	125.756	0.252	[["0.7900", "7.9200", "7.9200"], ["0.7900", "7.9600", "7.9600"], ["0.7800", "7.9600", "7.9600"], ["0.7900", "7.9600", "7.9600"], ["0.7900", "7.9600", "7.9600"]]
arctic-rose-v2	gpu (cuda, -t 6, -ngl 33)	125.598	0.1866	[["0.7900", "7.9800", "7.9800"], ["0.7900", "7.9700", "7.9700"], ["0.7800", "7.9600", "7.9600"], ["0.7800", "7.9500", "7.9500"], ["0.7900", "7.9500", "7.9500"]]
arctic-rose-v2	gpu (cuda, -t 11, -ngl 33)	124.44	0.3733	[["0.7900", "8.0300", "8.0300"], ["0.7900", "8.0400", "8.0400"], ["0.7900", "8.0800", "8.0800"], ["0.7900", "8.0100", "8.0100"], ["0.7900", "8.0200", "8.0200"]]
arctic-rose-v2	gpu (cuda, -t 16, -ngl 33)	124.504	0.372	[["0.7900", "8.0200", "8.0200"], ["0.7900", "8.0200", "8.0200"], ["0.7900", "8.0200", "8.0200"], ["0.7900", "8.0800", "8.0800"], ["0.7800", "8.0200", "8.0200"]]
arctic-rose-v2	gpu (cuda, -t 17, -ngl 33)	124.722	0.5563	[["0.7900", "8.0200", "8.0200"], ["0.7800", "8.0300", "8.0300"], ["0.7800", "8.0500", "8.0500"], ["0.7800", "7.9500", "7.9500"], ["0.7900", "8.0400", "8.0400"]]
